StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_3,Q1_4,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q8,Q43_1,Q43_2,Q43_3,Q9_1,Q9_2,Q9_3,Q9_4,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q18_1,Q18_2,Q18_3,Q18_4,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21,Q22,Q23,Q24,Q25
2020-08-25 07:28:59,2020-08-25 07:32:09,IP Address,183.179.132.242,100,189,True,2020-08-25 07:32:09,R_2S1yuDQnTu1oRez,,,,,22.3166961669921875,114.216705322265625,anonymous,EN,同意,同意,同意,同意,同意,非常同意,中立,中立,中立,同意,同意,中立,同意,同意,同意,同意,同意,同意,同意,中立,同意,中立,中立,同意,同意,同意,中立,中立,1-3次,不同意,同意,同意,同意,同意,有,從不,從不,從不,每日1小時內,每日1小時內,每日1小時內,每日1-2小時,有,每日1-2小時,每日1-2小時,從不,每日1小時內,每日1小時內,有,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,沒有,,,,,沒有,,,,,從不,從不,從不,從不,信任,信任,信任,信任,信任,信任,信任,中立,非常信任,中立,男,19,社會科學院,Year 2,學士
2020-08-25 07:34:29,2020-08-25 07:37:13,IP Address,61.238.221.133,100,163,True,2020-08-25 07:37:13,R_elpmvhDqt3ZmeWJ,,,,,22.3166961669921875,114.216705322265625,anonymous,EN,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,中立,同意,同意,非常同意,同意,同意,同意,中立,同意,同意,同意,同意,同意,1-3次,不同意,中立,中立,同意,同意,有,每30個以上帖子表達反應／留言／分享一次,從不,從不,每日1-2小時,每日1-2小時,每日1-2小時,每日1小時內,沒有,,,,,,,,,,,,,,,,,,,,,,,,,信任,信任,信任,信任,非常不信任,中立,中立,信任,信任,中立,男,19,社會科學院,Year 2,學士
2020-08-25 07:38:18,2020-08-25 07:44:11,IP Address,116.49.213.31,100,353,True,2020-08-25 07:44:11,R_78ptcJtzeaNTjkR,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,同意,同意,中立,同意,不同意,不同意,不同意,同意,同意,中立,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,中立,不同意,非常同意,中立,非常同意,中立,非常同意,非常同意,中立,非常同意,非常同意,1-3次,同意,同意,非常同意,非常同意,非常同意,有,每10至30個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,從不,每日1小時內,從不,每日3-4小時,每日3-4小時,有,每日1-2小時,每日1-2小時,每日1小時內,每日1小時內,每日1小時內,有,每10至30個帖子會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,從不,每10至30個帖子會表達反應／留言／分享一次,有,每5至10個帖子會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,有,從不,從不,從不,從不,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,從不,信任,非常信任,中立,信任,中立,信任,信任,中立,信任,不信任,女,20,社會科學院,Year 3,學士
2020-08-25 08:00:57,2020-08-25 08:08:20,IP Address,14.0.170.76,100,442,True,2020-08-25 08:08:20,R_3FLnYjHQ7ZL6B1K,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,中立,中立,不同意,不同意,中立,同意,中立,不同意,不同意,不同意,同意,同意,非常同意,同意,同意,非常同意,中立,同意,不同意,不同意,中立,同意,同意,非常同意,中立,非常同意,同意,1-3次,不同意,同意,同意,同意,同意,有,每10至30個帖子會表達反應／留言／分享一次,從不,從不,從不,每日1小時內,每日1小時內,每日1-2小時,有,每日1-2小時,每日1-2小時,從不,每日1小時內,每日1小時內,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,沒有,,,,,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,信任,信任,信任,信任,不信任,中立,信任,中立,中立,不信任,女,21,社會科學院,Year 4,學士
2020-08-25 08:46:26,2020-08-25 08:52:30,IP Address,58.176.60.18,100,363,True,2020-08-25 08:52:30,R_2dHgOaCT6ELmggd,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,中立,中立,同意,同意,同意,同意,同意,同意,中立,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,中立,1-3次,不同意,不同意,同意,同意,同意,沒有,,,,從不,從不,每日1-2小時,每日1-2小時,沒有,,,,,,,,,,,,,,,,,,,,,,,,,信任,信任,中立,中立,中立,信任,中立,信任,信任,信任,女,19,社會科學院,Year 1,學士
2020-08-25 09:02:58,2020-08-25 09:06:14,IP Address,1.65.147.185,100,195,True,2020-08-25 09:06:14,R_3EiMppVw4b9RR6g,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,中立,同意,同意,同意,非常同意,同意,同意,同意,中立,非常同意,同意,同意,不同意,同意,同意,非常同意,非常不同意,同意,同意,中立,同意,中立,非常同意,同意,中立,4-5次,中立,中立,非常同意,非常同意,同意,沒有,,,,每日1小時內,從不,每日1小時內,從不,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,中立,中立,中立,中立,信任,中立,信任,中立,中立,女,19,理學院,Year 2,學士
2020-08-25 13:36:21,2020-08-25 13:40:15,IP Address,113.252.197.195,100,233,True,2020-08-25 13:40:15,R_2v387uBtjsikovh,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,中立,同意,非常同意,非常同意,同意,中立,同意,中立,中立,非常同意,非常同意,同意,中立,同意,中立,非常同意,同意,中立,中立,中立,中立,非常同意,非常同意,中立,同意,1-3次,不同意,中立,中立,同意,中立,沒有,,,,從不,從不,從不,每日1小時內,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,不信任,信任,信任,中立,不信任,中立,不信任,信任,不信任,男,19,社會科學院,Year 2,學士
2020-08-25 18:23:27,2020-08-25 18:26:36,IP Address,14.0.231.140,100,189,True,2020-08-25 18:26:36,R_3NxfAxBFZ9QFTwo,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,同意,中立,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,非常同意,同意,同意,同意,中立,同意,同意,同意,中立,同意,1-3次,中立,同意,同意,同意,同意,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每日1小時內,每日1小時內,每日1小時內,每日1小時內,沒有,,,,,,,,,,,,,,,,,,,,,,,,,信任,信任,信任,信任,中立,信任,中立,非常不信任,信任,中立,女,21,社會科學院,Year 4,學士
2020-08-25 10:03:47,2020-08-25 18:29:27,IP Address,182.239.122.146,100,30339,True,2020-08-25 18:29:27,R_2dNgzgRQHg1biVF,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,非常同意,非常同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,非常同意,同意,不同意,同意,同意,同意,不同意,同意,同意,同意,同意,不同意,4-5次,不同意,不同意,同意,同意,同意,有,從不,每30個以上帖子表達反應／留言／分享一次,從不,每日1小時內,每日1-2小時,每日1小時內,每日1-2小時,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,中立,信任,中立,中立,中立,中立,中立,信任,中立,女,20,社會科學院,Year 2,學士
2020-08-25 07:24:50,2020-08-25 21:55:28,IP Address,58.176.244.59,100,52237,True,2020-08-25 21:55:28,R_1M4ij1Dn0GlYh59,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,同意,同意,同意,不同意,同意,不同意,同意,同意,中立,非常同意,非常同意,同意,同意,同意,中立,非常同意,同意,同意,同意,非常同意,同意,非常同意,同意,不同意,同意,1-3次,不同意,中立,同意,同意,中立,沒有,,,,從不,從不,每日1-2小時,每日1小時內,沒有,,,,,,,,,,,,,,,,,,,,,,,,,信任,信任,中立,信任,中立,非常信任,信任,中立,非常信任,中立,女,19,社會科學院,Year 2,學士
2020-08-26 00:26:28,2020-08-26 00:35:18,IP Address,223.16.3.33,100,530,True,2020-08-26 00:35:19,R_OetvdJqyok7x2TL,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,同意,中立,不同意,不同意,同意,中立,非常同意,不同意,不同意,不同意,不同意,非常同意,非常同意,中立,同意,同意,不同意,非常同意,中立,同意,同意,同意,同意,非常同意,同意,中立,非常不同意,1-3次,非常不同意,中立,同意,不同意,同意,沒有,,,,從不,從不,每日1-2小時,每日3-4小時,沒有,,,,,,,,,,,,,,,,,,,,,,,,,信任,信任,信任,中立,不信任,非常信任,信任,中立,中立,信任,男,19,工程學院,Year 1,學士
2020-08-26 00:48:56,2020-08-26 00:52:47,IP Address,219.76.38.30,100,231,True,2020-08-26 00:52:47,R_2vYyx00bnct9er8,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,1-3次,同意,同意,同意,同意,同意,有,每10至30個帖子會表達反應／留言／分享一次,從不,從不,從不,從不,從不,每日1-2小時,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,中立,中立,中立,中立,中立,中立,非常不信任,中立,中立,不透露,23,工程學院,Year 3,學士
2020-08-25 01:48:27,2020-08-26 01:14:41,IP Address,110.235.32.71,100,84374,True,2020-08-26 01:14:41,R_RdWE2fH2ypQffoZ,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,中立,同意,中立,同意,同意,同意,同意,中立,同意,同意,中立,中立,同意,同意,中立,同意,中立,中立,中立,同意,中立,中立,同意,同意,同意,中立,中立,1-3次,中立,中立,中立,同意,中立,沒有,,,,每日1小時內,從不,每日4小時以上,每日1小時內,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,不透露,20,工程學院,Year 3,學士
2020-08-26 23:07:14,2020-08-26 23:15:02,IP Address,182.239.117.190,100,467,True,2020-08-26 23:15:02,R_2S35q13ErfB47oL,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,中立,非常同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,非常同意,同意,同意,同意,同意,同意,同意,同意,中立,同意,中立,同意,同意,同意,同意,同意,1-3次,非常同意,非常同意,非常同意,非常同意,中立,有,從不,每30個以上帖子表達反應／留言／分享一次,從不,每日1-2小時,每日1-2小時,每日1小時內,每日1小時內,有,從不,每日1小時內,每日1-2小時,每日1-2小時,每日1小時內,有,從不,從不,從不,從不,有,從不,從不,從不,從不,有,從不,從不,從不,從不,從不,從不,從不,從不,信任,中立,信任,信任,中立,中立,中立,中立,中立,中立,男,22,工程學院,Year 4,學士
2020-08-26 23:50:44,2020-08-26 23:56:26,IP Address,113.254.176.246,100,342,True,2020-08-26 23:56:26,R_3iDzWfAPU0DocS9,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,同意,中立,同意,同意,同意,不同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,中立,非常同意,非常同意,同意,不同意,不同意,6-7次,不同意,同意,同意,同意,同意,沒有,,,,從不,從不,從不,每日1-2小時,有,每日1小時內,每日1小時內,每日1小時內,每日1小時內,從不,有,從不,從不,從不,從不,有,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,沒有,,,,,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,中立,中立,中立,中立,中立,中立,中立,中立,信任,中立,女,21,工程學院,Year 3,學士
2020-08-27 00:50:16,2020-08-27 00:56:16,IP Address,223.255.165.246,100,360,True,2020-08-27 00:56:16,R_1MMA9AFcpWUMFQV,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,中立,中立,不同意,同意,同意,同意,同意,同意,同意,同意,不同意,同意,非常同意,同意,同意,同意,非常同意,不同意,同意,同意,同意,不同意,同意,非常同意,同意,同意,不同意,4-5次,不同意,不同意,不同意,同意,同意,有,從不,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,從不,每日1小時內,有,每日1-2小時,每日1小時內,從不,每日1小時內,從不,有,從不,每10至30個帖子會表達反應／留言／分享一次,從不,從不,有,每10至30個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,從不,從不,沒有,,,,,從不,從不,從不,從不,信任,中立,中立,信任,信任,信任,信任,不信任,中立,中立,女,21,工程學院,Year 3,學士
2020-08-27 01:40:24,2020-08-27 01:43:02,IP Address,223.197.186.226,100,158,True,2020-08-27 01:43:03,R_2QPREfGo6AanRtT,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,非常同意,非常同意,非常同意,同意,非常同意,同意,同意,同意,非常同意,非常同意,中立,非常同意,非常同意,同意,不同意,同意,非常同意,同意,同意,同意,同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,1-3次,中立,中立,同意,同意,同意,沒有,,,,從不,從不,從不,每日1小時內,沒有,,,,,,,,,,,,,,,,,,,,,,,,,信任,非常不信任,中立,信任,中立,信任,信任,不信任,中立,不信任,不透露,23,理學院,Year 3,學士
2020-08-27 10:19:51,2020-08-27 10:25:04,IP Address,218.250.238.145,100,313,True,2020-08-27 10:25:05,R_1LTHmnHBZ7Ca6kh,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,同意,同意,同意,同意,非常同意,同意,同意,同意,同意,同意,中立,同意,非常同意,同意,同意,非常同意,同意,非常同意,同意,非常同意,同意,同意,同意,同意,同意,同意,同意,1-3次,同意,同意,同意,同意,同意,沒有,,,,從不,從不,每日1小時內,每日1小時內,有,每日1小時內,每日1小時內,每日1小時內,從不,從不,沒有,,,,,沒有,,,,,沒有,,,,,每5至10個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,中立,中立,中立,中立,中立,中立,中立,中立,信任,信任,男,21,工程學院,Year 2,學士
2020-08-27 10:26:58,2020-08-27 10:31:15,IP Address,218.250.32.52,100,257,True,2020-08-27 10:31:16,R_2drSmhbjMBKZz2W,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,同意,同意,中立,非常同意,同意,中立,同意,不同意,同意,同意,同意,同意,非常同意,同意,同意,非常同意,同意,同意,同意,同意,中立,中立,同意,非常同意,中立,同意,同意,1-3次,中立,中立,同意,同意,同意,有,每10至30個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,從不,從不,每日1小時內,每日1小時內,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,中立,中立,信任,中立,中立,中立,不信任,信任,中立,不透露,20,工程學院,Year 3,學士
2020-08-27 19:50:56,2020-08-27 19:54:45,IP Address,59.149.124.25,100,229,True,2020-08-27 19:54:46,R_3KHoLcp1lpf3HeT,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,非常同意,同意,同意,同意,同意,同意,中立,同意,同意,同意,同意,同意,同意,同意,同意,同意,1-3次,同意,同意,同意,同意,中立,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每日1小時內,從不,每日1-2小時,每日3-4小時,有,每日1-2小時,每日1-2小時,每日1小時內,每日1-2小時,從不,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每10至30個帖子會表達反應／留言／分享一次,有,從不,每10至30個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,沒有,,,,,每5至10個帖子會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,信任,信任,中立,信任,信任,信任,信任,中立,信任,信任,男,22,工程學院,Year 4,學士
2020-08-28 05:17:07,2020-08-28 05:20:38,IP Address,219.78.167.231,100,211,True,2020-08-28 05:20:38,R_22MrBQPuPDz8DJi,,,,,22.399993896484375,114.233306884765625,anonymous,EN,同意,同意,同意,同意,同意,同意,中立,中立,同意,同意,同意,不同意,中立,中立,同意,非常不同意,同意,同意,中立,同意,同意,同意,同意,同意,同意,不同意,不同意,同意,1-3次,同意,同意,中立,同意,同意,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每日1小時內,每日1小時內,每日1小時內,每日1小時內,沒有,,,,,,,,,,,,,,,,,,,,,,,,,信任,中立,信任,信任,信任,信任,信任,不信任,信任,中立,男,21,工程學院,Year 4,學士
2020-08-23 02:52:12,2020-08-23 02:52:21,IP Address,210.6.24.29,4,9,False,2020-08-30 02:52:21,R_yTKFlocYYbZx4sN,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-24 23:17:11,2020-08-24 23:17:14,IP Address,50.71.64.44,4,3,False,2020-08-31 23:17:55,R_3DJuUB1YUnLP9IJ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-24 23:23:13,2020-08-24 23:23:19,IP Address,220.86.232.19,4,6,False,2020-08-31 23:23:35,R_3eqvZD22FKwWysa,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-24 23:39:02,2020-08-24 23:39:06,IP Address,91.193.7.41,4,3,False,2020-08-31 23:39:11,R_QnY31f8RoKjII0N,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-24 23:45:32,2020-08-24 23:45:37,IP Address,49.130.209.224,4,5,False,2020-08-31 23:46:20,R_2Uc7gj4arsyvua0,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25 00:03:32,2020-08-25 00:03:35,IP Address,123.203.25.101,4,2,False,2020-09-01 00:03:57,R_1KfC7ZvBA3cljCw,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25 00:18:02,2020-08-25 00:18:16,IP Address,223.17.33.157,4,13,False,2020-09-01 00:18:30,R_2abomNBQpeaNiun,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25 01:40:14,2020-08-25 01:40:17,IP Address,125.59.170.3,4,2,False,2020-09-01 01:40:17,R_QaWZUnCTNZnkPjr,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25 01:50:34,2020-08-25 01:51:19,IP Address,219.78.160.30,4,44,False,2020-09-01 01:51:36,R_3qsobNf8kYinZGX,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25 01:51:20,2020-08-25 01:51:24,IP Address,221.127.62.170,4,4,False,2020-09-01 01:51:36,R_1jAJVnrM1GuMshb,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25 05:07:07,2020-08-25 05:07:08,IP Address,112.119.134.45,4,1,False,2020-09-01 05:07:14,R_3qaQIiSTkRY4g6M,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25 07:06:33,2020-08-25 07:06:45,IP Address,113.255.215.47,4,12,False,2020-09-01 07:06:58,R_egSbjWNM7RLFSQV,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25 07:26:11,2020-08-25 07:26:17,IP Address,14.0.227.173,4,6,False,2020-09-01 07:26:23,R_3lDm0fFFKeqhVeM,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25 07:26:19,2020-08-25 07:28:31,IP Address,14.198.72.214,36,132,False,2020-09-01 07:28:32,R_2YKCFLHljbWVtJ8,,,,,,,anonymous,EN,非常同意,非常同意,非常同意,同意,不同意,非常同意,非常同意,同意,非常同意,非常同意,非常同意,同意,非常同意,非常同意,非常同意,中立,非常同意,同意,同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,同意,4-5次,同意,同意,非常同意,非常同意,非常同意,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25 10:36:56,2020-08-25 10:36:59,IP Address,58.152.252.131,4,2,False,2020-09-01 10:37:11,R_2AFtClIDiAtQoX2,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25 20:54:48,2020-08-25 20:56:09,IP Address,14.0.164.237,39,81,False,2020-09-01 20:56:30,R_1M591ZgKdcfoZQ1,,,,,,,anonymous,EN,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,0次,非常同意,非常同意,非常同意,非常同意,非常同意,有,從不,幾乎每個帖子都會表達反應／留言／分享一次,從不,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25 20:56:28,2020-08-25 20:56:31,IP Address,14.0.164.237,4,2,False,2020-09-01 20:56:31,R_1LS8tuUftpsT4pa,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-26 10:09:33,2020-08-26 10:11:14,IP Address,168.70.47.58,21,100,False,2020-09-02 10:11:32,R_21FlfopNtzQf6HC,,,,,,,anonymous,EN,同意,同意,同意,中立,同意,同意,同意,同意,同意,同意,同意,中立,同意,同意,同意,中立,同意,中立,中立,同意,同意,同意,同意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-26 22:55:15,2020-08-26 22:55:20,IP Address,14.199.38.61,4,4,False,2020-09-02 22:55:47,R_1f9sTUBVeZcW3jR,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-26 23:13:30,2020-08-26 23:13:33,IP Address,218.252.118.39,4,3,False,2020-09-02 23:13:52,R_2CJpQkltroldK8W,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-26 23:19:40,2020-08-26 23:19:55,IP Address,182.239.90.210,4,15,False,2020-09-02 23:20:04,R_3dJGur0W0lK6F1V,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27 01:29:20,2020-08-27 01:29:25,IP Address,14.198.74.232,4,5,False,2020-09-03 01:29:45,R_3lEzonxFPmvdf4N,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27 07:31:01,2020-08-27 07:31:05,IP Address,59.149.149.87,4,3,False,2020-09-03 07:31:36,R_3GdK0dArD6tpErC,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27 08:52:33,2020-08-27 08:52:38,IP Address,59.149.124.25,4,4,False,2020-09-03 08:52:38,R_1JR3Yd53gwfhO6n,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27 09:13:56,2020-08-27 09:14:05,Spam,59.149.124.25,4,9,False,2020-09-03 09:14:06,R_3lWeIMDeascej3U,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27 08:51:16,2020-08-27 09:57:26,IP Address,137.189.202.24,4,3970,False,2020-09-03 09:58:05,R_2Xp8PmYdeTTcxy9,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
